0.0, 684.3277
-0.1, 658.5244
-0.2, 632.3615
-0.30000000000000004, 605.9509
-0.4, 579.3747000000001
-0.5, 552.6968999999999
-0.6000000000000001, 525.9693000000001
-0.7000000000000001, 499.2363
-0.8, 472.5373
-0.9, 445.9089
-1.0, 419.3863
-1.1, 393.0044
-1.2000000000000002, 366.7993
-1.3, 340.8087
-1.4000000000000001, 315.0729
-1.5, 289.63509999999997
-1.6, 264.5417
-1.7000000000000002, 239.842
-1.8, 215.58880000000002
-1.9000000000000001, 191.839
-2.0, 168.65630000000002
-2.1, 146.1135
-2.2, 124.297
-2.3000000000000003, 103.3124
-2.4000000000000004, 83.29332
-2.5, 64.41505000000001
-2.6, 46.91809
-2.7, 31.150969999999997
-2.8000000000000003, 17.65521
-2.9000000000000004, 7.3334
-3.0, 1.538078
-3.1, 0.1144446
-3.2, 0.005171142
-3.3000000000000003, 0.0002104993
-3.4000000000000004, 8.225995e-6
-3.5, 2.893809e-7
-3.6, 2.534694e-8
-3.7, 2.599851e-8
-3.8000000000000003, 5.4668250000000004e-8
-3.9000000000000004, 7.505262e-8
-4.0, 5.013986e-8
