{   Distance	     Value	 Material }
{  5.84509e-02	 3.57787e+00	 GaN }
{  6.46393e-02	 4.02629e+00	 GaN }
{  7.07029e-02	 4.44734e+00	 GaN }
{  7.66441e-02	 4.84541e+00	 GaN }
{  8.24654e-02	 5.22588e+00	 GaN }
{  8.81692e-02	 5.59588e+00	 GaN }
{  9.37580e-02	 5.96508e+00	 GaN }
{  9.92339e-02	 6.34721e+00	 GaN }
{  1.04599e-01	 6.76243e+00	 GaN }
{  1.09857e-01	 7.24091e+00	 GaN }
{  1.15008e-01	 7.82684e+00	 GaN }
{  1.20055e-01	 8.57691e+00	 GaN }
{  1.25000e-01	 9.53796e+00	 GaN }
{  1.30032e-01	 1.07530e+01	 GaN }
{  1.35232e-01	 1.21884e+01	 GaN }
{  1.40607e-01	 1.37070e+01	 GaN }
{  1.46162e-01	 1.50622e+01	 GaN }
{  1.51904e-01	 1.59988e+01	 GaN }
{  1.57838e-01	 1.65406e+01	 GaN }
{  1.63972e-01	 1.68716e+01	 GaN }
{  1.70311e-01	 1.70731e+01	 GaN }
{  1.76863e-01	 1.72008e+01	 GaN }
{  1.83635e-01	 1.71943e+01	 GaN }
{  1.90634e-01	 1.77045e+01	 GaN }
{  1.97868e-01	 1.36465e+01	 GaN }
{  2.05345e-01	 9.83910e+00	 GaN }
{  2.13073e-01	 7.64513e+00	 GaN }
{  2.21060e-01	 6.46001e+00	 GaN }
{  2.29315e-01	 5.66049e+00	 GaN }
{  2.37847e-01	 4.98730e+00	 GaN }
{  2.46666e-01	 4.33750e+00	 GaN }
{  2.55780e-01	 3.66337e+00	 GaN }
{  2.65201e-01	 2.93846e+00	 GaN }
{  2.74937e-01	 2.14690e+00	 GaN }
{  2.85000e-01	 1.28886e+00	 GaN }
{  2.95000e-01	 4.99776e-01	 GaN }
{  3.05000e-01	 8.58820e-02	 GaN }
{  3.15000e-01	 8.19494e-03	 GaN }
{  3.25000e-01	 6.18286e-04	 GaN }
{  3.35000e-01	 3.96523e-05	 GaN }
{  3.45000e-01	 2.17543e-06	 GaN }
{  3.55000e-01	 1.02065e-07	 GaN }
{  3.65000e-01	 4.09208e-09	 GaN }
