0.0, 0.0, 3.000000e+02
0.1, 7.801711, 3.080838e+02
0.2, 6.979084, 4.377798e+02
0.30000000000000004, 0.006314404, 2.996588e+03
0.4, 0.0025961559999999996, 3.658780e+03
0.5, 0.0038215020000000005, 4.924925e+03
0.6000000000000001, 0.00308883, 4.254384e+03
0.7000000000000001, 0.004265818, 5.565106e+03
0.8, 0.0057336570000000005, 6.465946e+03
0.9, 0.006098403, 5.210051e+03
1.0, 0.007557375, 6.180679e+03
1.1, 0.009327139, 7.262052e+03
1.2000000000000002, 0.011075350000000001, 7.542262e+03
1.3, 0.012511769999999998, 6.128471e+03
1.4000000000000001, 0.01420014, 6.659080e+03
1.5, 0.016227730000000003, 7.666769e+03
1.6, 0.018441950000000002, 8.476549e+03
